TOWNSHIPID;TOWN_NAME_DESC
888;CONSTANTIA KLOOF EXT.35
889;CONSTANTIA KLOOF EXT.36
890;CONSTANTIA KLOOF EXT.37
891;CONSTANTIA KLOOF EXT.38
892;CONSTANTIA KLOOF EXT.39
893;CONSTANTIA KLOOF EXT.40
894;CORLETT GARDENS
895;CORLETT GARDENS EXT.1
896;CORLETT GARDENS EXT.2
897;CORLETT GARDENS EXT.3
898;CORLETT GARDENS EXT.4
899;CORONATIONVILLE
900;COSMO CITY
901;COSMO CITY EXT.2
902;COSMO CITY EXT.3
903;COSMO CITY EXT.4
904;COSMO CITY EXT.5
905;COSMO CITY EXT.6
906;COSMO CITY EXT.7
907;COSMO CITY EXT.8
908;COSMO CITY EXT.9
909;COSMO CITY EXT.10
910;COSMO CITY EXT.15
911;COSMO CITY EXT.16
912;COSMO CITY EXT.33
913;COSMO CITY EXT.34
914;COSMO CITY EXT.35
915;COSMO CITY EXT.36
916;COSMO CITY EXT.38
917;COSMO CITY EXT.41
918;COSMO CITY EXT.42
919;COSMO CITY EXT.44
920;COSMO CITY EXT.53
921;COTTESLOE
922;COUNTRY VIEW
923;COUNTRY VIEW EXT.1
924;COUNTRY VIEW EXT.3
925;COUNTRY VIEW EXT.7
926;COUNTRY VIEW EXT.13
927;COUNTRY VIEW EXT.17
928;COUNTRY VIEW EXT.18
929;COUNTRY VIEW EXT.21
930;COUNTRY-LIFE PARK
931;COWDRAY PARK EXT.1
932;CRAIGAVON A.H.
933;CRAIGAVON A.H. EXT.1
934;CRAIGHALL
935;CRAIGHALL EXT.2
936;CRAIGHALL PARK
937;CRAMERVIEW
938;CRESTA
939;CRESTA EXT.1
940;CRESTA EXT.2
941;CRESTA EXT.3
942;CRESTA EXT.4
943;CRESTA EXT.5
944;CRESTA EXT.6
945;CRESTA EXT.7
946;CRESWELL PARK
947;CROESUS
948;CROSBY
949;CROWN
950;CROWN EXT.2
951;CROWN EXT.3
952;CROWN EXT.4
953;CROWN EXT.5
954;CROWN EXT.6
955;CROWN EXT.7
956;CROWN EXT.8
957;CROWN EXT.9
958;CROWN EXT.10
959;CROWN EXT.12
960;CROWN EXT.17
961;CROWN EXT.18
962;CROWN EXT.25
963;CROWN CITY
964;CROWN CITY EXT.1
965;CROWN CITY EXT.2
966;CROWN CITY EXT.3
967;CROWN CITY EXT.4
968;CROWN CITY EXT.5
969;CROWN CITY EXT.6
970;CROWN CITY EXT.7
971;CROWN CITY EXT.8
972;CROWN CITY EXT.9
973;CROWN CITY EXT.10
974;CROWN CITY EXT.11
975;CROWN CITY EXT.12
976;CROWN CITY EXT.13
977;CROWN CITY EXT.14
978;CROWN CITY EXT.15
979;CROWN CITY EXT.16
980;CROWN CITY EXT.20
981;CROWN CITY EXT.21
982;CROWN CITY EXT.22
983;CROWN CITY EXT.23
984;CROWN CITY EXT.24
985;CROWN CITY EXT.25
986;CROWN CITY EXT.26
987;CROWN CITY EXT.27
988;CROWN CITY EXT.28
989;CROWN CITY EXT.29
990;CROWN CITY EXT.30
991;CROWN CITY EXT.31
992;CROWN CITY EXT.32
993;CROWN GARDENS
994;CROWN NORTH
995;CROWN NORTH EXT.1
996;CROWN NORTH EXT.2
997;CROWN NORTH EXT.3
998;CROWN NORTH EXT.9
999;CROWN NORTH EXT.10
1000;CROWTHORNE EXT.9
1001;CROWTHORNE EXT.13
1002;CROWTHORNE EXT.20
1003;CROWTHORNE EXT.21
1004;CROWTHORNE EXT.22
1005;CROWTHORNE A.H.
1006;CRYSTAL GARDENS A.H.
1007;CRYSTAL GARDENS A.H. EXT.1
1008;CULEMBEECK A.H.
1009;CULEMBEECK A.H. EXT.1
1010;CYFERFONTEIN 333-IQ
1011;CYRILDENE
1012;DAINFERN
1013;DAINFERN EXT.2
1014;DAINFERN EXT.5
1015;DAINFERN EXT.6
1016;DAINFERN EXT.7
1017;DAINFERN EXT.8
1018;DAINFERN EXT.9
1019;DAINFERN EXT.10
1020;DAINFERN EXT.11
1021;DAINFERN EXT.13
1022;DAINFERN EXT.14
1023;DAINFERN EXT.15
1024;DAINFERN EXT.16
1025;DAINFERN EXT.17
1026;DAINFERN EXT.18
1027;DAINFERN EXT.19
1028;DAINFERN EXT.20
1029;DAINFERN EXT.28
1030;DAINFERN EXT.33
1031;DAINFERN EXT.34
1032;DAINFERN RIDGE
1033;DALECROSS
1034;DANIEL BRINKPARK
1035;DARRENWOOD
1036;DARRENWOOD EXT.2
1037;DARRENWOOD EXT.5
1038;DARRENWOOD EXT.6
1039;DARRENWOOD EXT.7
1040;DARRENWOOD EXT.8
1041;DARRENWOOD EXT.9
1042;DAVIDSONVILLE
1043;DAVIDSONVILLE EXT.1
1044;DAVIDSONVILLE EXT.2
1045;DE WETSHOF
1046;DE WETSHOF EXT.1
1047;DE WETSHOF EXT.2
1048;DELAREY
1049;DELAREY EXT.1
1050;DELAREY EXT.2
1051;DELAREY EXT.3
1052;DENNEHOF
1053;DENNEHOF EXT.1
1054;DENVER
1055;DENVER EXT.1
1056;DENVER EXT.2
1057;DENVER EXT.3
1058;DENVER EXT.4
1059;DENVER EXT.6
1060;DENVER EXT.7
1061;DENVER EXT.8
1062;DENVER EXT.9
1063;DENVER EXT.10
1064;DENVER EXT.11
1065;DENVER EXT.12
1066;DENVER EXT.13
1067;DENVER EXT.15
1068;DEVLAND
1069;DEVLAND EXT.1
1070;DEVLAND EXT.2
1071;DEVLAND EXT.6
1072;DEVLAND EXT.14
1073;DEVLAND EXT.15
1074;DEVLAND EXT.16
1075;DEVLAND EXT.27
1076;DEVLAND EXT.30
1077;DEVLAND EXT.31
1078;DEVLAND EXT.32
1079;DEVLAND EXT.33
1080;DEVLAND EXT.35
1081;DEVLAND EXT.36
1082;DEVLAND EXT.43
1083;DEVLAND EXT.47
1084;DHLAMINI
1085;DHLAMINI EXT.1
1086;DHLAMINI EXT.2
1087;DHLAMINI EXT.3
1088;DHLAMINI EXT.4
1089;DHLAMINI EXT.5
1090;DIEPKLOOF
1091;DIEPKLOOF EXT.2
1092;DIEPKLOOF EXT.4
1093;DIEPKLOOF EXT.10
1094;DIEPKLOOF 319-IQ
1095;DIEPKLOOF EXT
1096;DIEPSLOOT 388-JR
1097;DIEPSLOOT A.H.
1098;DIEPSLOOT WES
1099;DIEPSLOOT WES EXT.2
1100;DIEPSLOOT WES EXT.4
1101;DIEPSLOOT WES EXT.13
1102;DIEPSLOOT WEST EXT.1
1103;DIEPSLOOT WEST EXT.3
1104;DIEPSLOOT WEST EXT.6
1105;DIEPSLOOT WEST EXT.7
1106;DIEPSLOOT WEST EXT.9
1107;DIEPSLOOT WEST EXT.10
1108;DISCOVERY
1109;DISCOVERY EXT.1
1110;DISCOVERY EXT.2
1111;DISCOVERY EXT.3
1112;DISCOVERY EXT.4
1113;DISCOVERY EXT.5
1114;DISCOVERY EXT.6
1115;DISCOVERY EXT.7
1116;DISCOVERY EXT.8
1117;DISCOVERY EXT.9
1118;DISCOVERY EXT.10
1119;DISCOVERY EXT.11
1120;DISCOVERY EXT.12
1121;DISCOVERY EXT.13
1122;DISCOVERY EXT.15
1123;DISCOVERY EXT.17
1124;DISCOVERY EXT.18
1125;DOBSONVILLE
1126;DOBSONVILLE EXT.1
1127;DOBSONVILLE EXT.2
1128;DOBSONVILLE EXT.3
1129;DOBSONVILLE EXT.4
1130;DOBSONVILLE EXT.5
1131;DOBSONVILLE EXT.7
1132;DOBSONVILLE EXT.8
1133;DOBSONVILLE 386-IQ
1134;DOBSONVILLE GARDENS
1135;DOORNFONTEIN
1136;DOORNFONTEIN 92-IR
1137;DOORNKOP
1138;DOORNKOP EXT.1
1139;DOORNKOP EXT.2
1140;DOORNKOP EXT.3
1141;DOORNKOP 239-IQ
1142;DOORNKUIL 369-IQ
1143;DORELAN
1144;DOUGLASDALE EXT.4
1145;DOUGLASDALE EXT.5
1146;DOUGLASDALE EXT.6
1147;DOUGLASDALE EXT.9
1148;DOUGLASDALE EXT.13
1149;DOUGLASDALE EXT.16
1150;DOUGLASDALE EXT.18
1151;DOUGLASDALE EXT.19
1152;DOUGLASDALE EXT.21
1153;DOUGLASDALE EXT.25
1154;DOUGLASDALE EXT.27
1155;DOUGLASDALE EXT.28
1156;DOUGLASDALE EXT.30
1157;DOUGLASDALE EXT.31
1158;DOUGLASDALE EXT.33
1159;DOUGLASDALE EXT.36
1160;DOUGLASDALE EXT.39
1161;DOUGLASDALE EXT.40
1162;DOUGLASDALE EXT.42
1163;DOUGLASDALE EXT.45
1164;DOUGLASDALE EXT.47
1165;DOUGLASDALE EXT.48
1166;DOUGLASDALE EXT.49
1167;DOUGLASDALE EXT.50
1168;DOUGLASDALE EXT.51
1169;DOUGLASDALE EXT.52
1170;DOUGLASDALE EXT.56
1171;DOUGLASDALE EXT.58
1172;DOUGLASDALE EXT.59
1173;DOUGLASDALE EXT.60
1174;DOUGLASDALE EXT.63
1175;DOUGLASDALE EXT.64
1176;DOUGLASDALE EXT.66
1177;DOUGLASDALE EXT.68
1178;DOUGLASDALE EXT.73
1179;DOUGLASDALE EXT.74
1180;DOUGLASDALE EXT.76
1181;DOUGLASDALE EXT.81
1182;DOUGLASDALE EXT.82
1183;DOUGLASDALE EXT.83
1184;DOUGLASDALE EXT.85
1185;DOUGLASDALE EXT.87
1186;DOUGLASDALE EXT.88
1187;DOUGLASDALE EXT.90
1188;DOUGLASDALE EXT.92
1189;DOUGLASDALE EXT.93
1190;DOUGLASDALE EXT.94
1191;DOUGLASDALE EXT.96
1192;DOUGLASDALE EXT.97
1193;DOUGLASDALE EXT.98
1194;DOUGLASDALE EXT.99
1195;DOUGLASDALE EXT.100
1196;DOUGLASDALE EXT.102
1197;DOUGLASDALE EXT.104
1198;DOUGLASDALE EXT.106
1199;DOUGLASDALE EXT.108
1200;DOUGLASDALE EXT.109
1201;DOUGLASDALE EXT.111
1202;DOUGLASDALE EXT.112
1203;DOUGLASDALE EXT.113
1204;DOUGLASDALE EXT.114
1205;DOUGLASDALE EXT.116
1206;DOUGLASDALE EXT.117
1207;DOUGLASDALE EXT.118
1208;DOUGLASDALE EXT.131
1209;DOUGLASDALE EXT.135
1210;DOUGLASDALE EXT.136
1211;DOUGLASDALE EXT.138
1212;DOUGLASDALE EXT.139
1213;DOUGLASDALE EXT.140
1214;DOUGLASDALE EXT.141
1215;DOUGLASDALE EXT.144
1216;DOUGLASDALE EXT.145
1217;DOUGLASDALE EXT.147
1218;DOUGLASDALE EXT.148
1219;DOUGLASDALE EXT.149
1220;DOUGLASDALE EXT.150
1221;DOUGLASDALE EXT.151
1222;DOUGLASDALE EXT.152
1223;DOUGLASDALE EXT.153
1224;DOUGLASDALE EXT.154
1225;DOUGLASDALE EXT.155
1226;DOUGLASDALE EXT.156
1227;DOUGLASDALE EXT.157
1228;DOUGLASDALE EXT.159
1229;DOUGLASDALE EXT.160
1230;DOUGLASDALE EXT.161
1231;DOUGLASDALE EXT.162
1232;DOUGLASDALE EXT.163
1233;DOUGLASDALE EXT.166
1234;DOUGLASDALE EXT.167
1235;DOUGLASDALE EXT.169
1236;DOUGLASDALE EXT.170
1237;DOUGLASDALE EXT.173
1238;DOUGLASDALE EXT.175
1239;DOUGLASDALE 195-IQ
1240;DOUGLASDALE A.H.
1241;DOWERGLEN EXT.7
1242;DOWERGLEN EXT.10
1243;DRIEFONTEIN 41-IR
1244;DRIEZIEK
1245;DRIEZIEK EXT.2
1246;DRIEZIEK EXT.3
1247;DRIEZIEK EXT.4
1248;DRIEZIEK EXT.5
1249;DRIEZIEK EXT.6
1250;DRIEZIEK 368-IQ
1251;DROSTE PARK
1252;DROSTE PARK EXT.1
1253;DROSTE PARK EXT.2
1254;DROSTE PARK EXT.3
1255;DROSTE PARK EXT.5
1256;DROSTE PARK EXT.7
1257;DUBE
1258;DUBE EXT.2
1259;DUBE EXT
1260;DUNHILL
1261;DUNKELD
1262;DUNKELD WEST
1263;DUNKELD WEST EXT.1
1264;DUNKELD WEST EXT.2
1265;DUNKELD WEST EXT.3
1266;DUNKELD WEST EXT.4
1267;DUNKELD WEST EXT.5
1268;DUNKELD WEST EXT.6
1269;DUNKELD WEST EXT.7
1270;DUNKELD WEST EXT.8
1271;DUNSEVERN
1272;DUNSEVERN EXT.1
1273;DUNSEVERN EXT.4
1274;DUXBERRY
1275;DUXBERRY EXT.1
1276;EAGLES NEST
1277;EAST TOWN
1278;EASTCLIFF
1279;EASTCLIFF EXT.7
1280;EASTGATE
1281;EASTGATE EXT.3
1282;EASTGATE EXT.4
1283;EASTGATE EXT.6
1284;EASTGATE EXT.7
1285;EASTGATE EXT.8
1286;EASTGATE EXT.9
1287;EASTGATE EXT.11
1288;EASTGATE EXT.12
1289;EASTGATE EXT.13
1290;EASTGATE EXT.17
1291;EASTGATE EXT.18
1292;EASTGATE EXT.20
1293;EASTGATE EXT.21
1294;EASTGATE EXT.23
1295;EBONY PARK
1296;EBONY PARK EXT.1
1297;EBONY PARK EXT.2
1298;EBONY PARK EXT.3
1299;EBONY PARK EXT.4
1300;EBONY PARK EXT.5
1301;EBONY PARK EXT.6
1302;EDENBURG
1303;EDENBURG EXT.1
1304;EIKENHOF EXT.2
1305;EIKENHOF EXT.3
1306;EIKENHOF EXT.4
1307;EIKENHOF EXT.6
1308;EIKENHOF 323-IQ
1309;ELANDSFONTEIN 107-IR
1310;ELANDSFONTEIN 108-IR
1311;ELANDSFONTEIN 308-IQ
1312;ELANDSFONTEIN 334-IQ
1313;ELANDSPARK
1314;ELANDSPARK EXT.1
1315;ELANDSPARK EXT.2
1316;ELANDSPARK EXT.3
1317;ELANDSPARK EXT.4
1318;ELANDSPARK EXT.5
1319;ELANDSPARK EXT.6
1320;ELANDSPARK EXT.8
1321;ELANDSPARK EXT.9
1322;ELANDSPARK EXT.10
1323;ELANDSPARK EXT.11
1324;ELANDSPARK EXT.12
1325;ELANDSPARK EXT.13
1326;ELCEDES
1327;ELDORADO ESTATE
1328;ELDORADO PARK
1329;ELDORADO PARK EXT.1
1330;ELDORADO PARK EXT.2
1331;ELDORADO PARK EXT.3
1332;ELDORADO PARK EXT.4
1333;ELDORADO PARK EXT.5
1334;ELDORADO PARK EXT.6
1335;ELDORADO PARK EXT.7
1336;ELDORADO PARK EXT.8
1337;ELDORADO PARK EXT.9
1338;ELDORADO PARK EXT.10
1339;ELECTRON
1340;ELECTRON EXT.1
1341;ELIAS MOTSOALEDI EXT.1
1342;ELLADOONE
1343;ELTON HILL
1344;ELTON HILL EXT.1
1345;ELTON HILL EXT.2
1346;ELTON HILL EXT.3
1347;ELTON HILL EXT.4
1348;ELTON HILL EXT.5
1349;EMDENI
1350;EMDENI EXT.1
1351;EMDENI EXT.2
1352;EMMARENTIA
1353;EMMARENTIA EXT.1
1354;EMMARENTIA 52-IR
1355;ENNERDALE
1356;ENNERDALE EXT.1
1357;ENNERDALE EXT.2
1358;ENNERDALE EXT.3
1359;ENNERDALE EXT.5
1360;ENNERDALE EXT.6
1361;ENNERDALE EXT.8
1362;ENNERDALE EXT.9
1363;ENNERDALE EXT.10
1364;ENNERDALE EXT.11
1365;ENNERDALE EXT.12
1366;ENNERDALE EXT.13
1367;ENNERDALE EXT.14
1368;ENNERDALE SOUTH
1369;ENNERDALE SOUTH EXT.5
1370;EPSOM DOWNS
1371;ERAND A.H.
1372;ERAND A.H. EXT.1
1373;ERAND A.H. EXT.2
1374;ERAND GARDENS EXT.136
1375;ERAND GARDENS EXT.11
1376;ERAND GARDENS EXT.27
1377;ERAND GARDENS EXT.28
1378;ERAND GARDENS EXT.30
1379;ERAND GARDENS EXT.31
1380;ERAND GARDENS EXT.32
1381;ERAND GARDENS EXT.33
1382;ERAND GARDENS EXT.36
1383;ERAND GARDENS EXT.39
1384;ERAND GARDENS EXT.40
1385;ERAND GARDENS EXT.43
1386;ERAND GARDENS EXT.44
1387;ERAND GARDENS EXT.45
1388;ERAND GARDENS EXT.46
1389;ERAND GARDENS EXT.47
1390;ERAND GARDENS EXT.49
1391;ERAND GARDENS EXT.52
1392;ERAND GARDENS EXT.53
1393;ERAND GARDENS EXT.57
1394;ERAND GARDENS EXT.59
1395;ERAND GARDENS EXT.60
1396;ERAND GARDENS EXT.61
1397;ERAND GARDENS EXT.62
1398;ERAND GARDENS EXT.64
1399;ERAND GARDENS EXT.66
1400;ERAND GARDENS EXT.70
1401;ERAND GARDENS EXT.76
1402;ERAND GARDENS EXT.78
1403;ERAND GARDENS EXT.79
1404;ERAND GARDENS EXT.80
1405;ERAND GARDENS EXT.81
1406;ERAND GARDENS EXT.83
1407;ERAND GARDENS EXT.84
1408;ERAND GARDENS EXT.87
1409;ERAND GARDENS EXT.90
1410;ERAND GARDENS EXT.92
1411;ERAND GARDENS EXT.93
1412;ERAND GARDENS EXT.94
1413;ERAND GARDENS EXT.101
1414;ERAND GARDENS EXT.103
1415;ERAND GARDENS EXT.106
1416;ERAND GARDENS EXT.107
1417;ERAND GARDENS EXT.111
1418;ERAND GARDENS EXT.112
1419;ERAND GARDENS EXT.114
1420;ERAND GARDENS EXT.125
1421;ERAND GARDENS EXT.129
1422;ERAND GARDENS EXT.130
1423;ERAND GARDENS EXT.134
1424;ERAND GARDENS EXT.137
1425;ERAND GARDENS EXT.138
1426;ERAND GARDENS EXT.142
1427;ERAND GARDENS EXT.144
1428;ERAND GARDENS EXT.148
1429;ERAND GARDENS EXT.153
1430;EVANS PARK
1431;FAIRLAND
1432;FAIRLAND EXT.4
1433;FAIRLAND EXT.6
1434;FAIRLAND EXT.7
1435;FAIRLAND EXT.18
1436;FAIRLAND EXT.20
1437;FAIRLAND EXT.22
1438;FAIRLAND EXT.28
1439;FAIRLAND EXT.32
1440;FAIRLAND EXT.33
1441;FAIRLAND EXT.36
1442;FAIRLAND EXT.37
1443;FAIRMOUNT
1444;FAIRMOUNT EXT.2
1445;FAIRMOUNT RIDGE
1446;FAIRMOUNT RIDGE EXT.1
1447;FAIRMOUNT RIDGE EXT.2
1448;FAIRVALE
1449;FAIRVALE EXT.1
1450;FAIRVALE EXT.2
1451;FAIRVIEW
1452;FAIRWAY
1453;FAIRWOOD
1454;FAR EAST BANK
1455;FAR EAST BANK EXT.1
1456;FAR EAST BANK EXT.2
1457;FAR EAST BANK EXT.4
1458;FAR EAST BANK EXT.7
1459;FAR EAST BANK EXT.8
1460;FAR EAST BANK EXT.9
1461;FARM 193-IQ
1462;FARMALL A.H.
1463;FARMALL A.H. EXT.1
1464;FELLSIDE
1465;FERNDALE
1466;FERNDALE EXT.3
1467;FERNDALE EXT.4
1468;FERNDALE EXT.6
1469;FERNDALE EXT.8
1470;FERNDALE EXT.9
1471;FERNDALE EXT.11
1472;FERNDALE EXT.13
1473;FERNDALE EXT.15
1474;FERNDALE EXT.20
1475;FERNDALE EXT.24
1476;FERNDALE EXT.25
1477;FERNDALE EXT.26
1478;FERNDALE EXT.28
1479;FERNDALE EXT.29
1480;FERNDALE EXT.32
1481;FERREIRAS DORP
1482;FERREIRAS DORP EXT.2
1483;FINETOWN
1484;FLEURHOF
1485;FLEURHOF EXT.2
1486;FLEURHOF EXT.3
1487;FLEURHOF EXT.4
1488;FLEURHOF EXT.5
1489;FLEURHOF EXT.6
1490;FLEURHOF EXT.7
1491;FLEURHOF EXT.8
1492;FLEURHOF EXT.9
1493;FLEURHOF EXT.19
1494;FLEURHOF EXT.20
1495;FLEURHOF EXT.21
1496;FLEURHOF EXT.23
1497;FLEURHOF EXT.24
1498;FLEURHOF EXT.25
1499;FLEURHOF EXT.26
1500;FLEURHOF EXT.27
1501;FLEURHOF EXT.28
1502;FLEURHOF EXT.29
1503;FLEURHOF EXT.30
1504;FLEURHOF EXT.31
1505;FLEURHOF EXT.33
1506;FLEURHOF EXT.37
1507;FLEURHOF EXT.39
1508;FLORACLIFFE
1509;FLORACLIFFE EXT.1
1510;FLORIDA
1511;FLORIDA EXT.2
1512;FLORIDA EXT.3
1513;FLORIDA EXT.4
1514;FLORIDA EXT.5
1515;FLORIDA EXT.7
1516;FLORIDA EXT.8
1517;FLORIDA EXT.9
1518;FLORIDA EXT.10
1519;FLORIDA EXT.11
1520;FLORIDA EXT.12
1521;FLORIDA EXT
1522;FLORIDA GLEN
1523;FLORIDA GLEN EXT.1
1524;FLORIDA GLEN EXT.4
1525;FLORIDA GLEN EXT.6
1526;FLORIDA GLEN EXT.7
1527;FLORIDA GLEN EXT.8
1528;FLORIDA GLEN EXT.9
1529;FLORIDA GLEN EXT.10
1530;FLORIDA GLEN EXT.11
1531;FLORIDA HILLS
1532;FLORIDA HILLS EXT.2
1533;FLORIDA HILLS EXT.4
1534;FLORIDA LAKE
1535;FLORIDA NOORD EXT.6
1536;FLORIDA NOORD EXT.7
1537;FLORIDA NORTH
1538;FLORIDA NORTH EXT.1
1539;FLORIDA NORTH EXT.4
1540;FLORIDA NORTH EXT.5
1541;FLORIDA NORTH EXT.9
1542;FLORIDA NORTH EXT.10
1543;FLORIDA PARK
1544;FLORIDA PARK EXT.1
1545;FLORIDA PARK EXT.2
1546;FLORIDA PARK EXT.3
1547;FLORIDA PARK EXT.4
1548;FLORIDA PARK EXT.5
1549;FLORIDA PARK EXT.6
1550;FLORIDA PARK EXT.7
1551;FLORIDA PARK EXT.9
1552;FLORIDA PARK EXT.10
1553;FLORIDA VIEW
1554;FONTAINEBLEAU
1555;FONTAINEBLEAU EXT.1
1556;FONTEINE 313-IQ
1557;FORBESDALE
1558;FORDSBURG
1559;FOREST HILL
1560;FOREST TOWN
1561;FOREST TOWN EXT.1
1562;FORMAIN
1563;FOUNDERS HILL
1564;FOUNDERS HILL EXT.16
1565;FOURWAYS
1566;FOURWAYS EXT.8
1567;FOURWAYS EXT.10
1568;FOURWAYS EXT.12
1569;FOURWAYS EXT.14
1570;FOURWAYS EXT.15
1571;FOURWAYS EXT.16
1572;FOURWAYS EXT.18
1573;FOURWAYS EXT.19
1574;FOURWAYS EXT.20
1575;FOURWAYS EXT.23
1576;FOURWAYS EXT.24
1577;FOURWAYS EXT.25
1578;FOURWAYS EXT.27
1579;FOURWAYS EXT.29
1580;FOURWAYS EXT.33
1581;FOURWAYS EXT.34
1582;FOURWAYS EXT.35
1583;FOURWAYS EXT.36
1584;FOURWAYS EXT.37
1585;FOURWAYS EXT.39
1586;FOURWAYS EXT.41
1587;FOURWAYS EXT.43
1588;FOURWAYS EXT.44
1589;FOURWAYS EXT.45
1590;FOURWAYS EXT.46
1591;FOURWAYS EXT.47
1592;FOURWAYS EXT.48
1593;FOURWAYS EXT.49
1594;FOURWAYS EXT.50
1595;FOURWAYS EXT.54
1596;FOURWAYS EXT.55
1597;FOURWAYS EXT.56
1598;FOURWAYS EXT.58
1599;FOURWAYS EXT.59
1600;FOURWAYS EXT.60
1601;FOURWAYS EXT.61
1602;FOURWAYS EXT.64
1603;FRAMTON
1604;FRANKENWALD
1605;FRANKENWALD EXT.1
1606;FRANKENWALD EXT.2
1607;FRANKENWALD EXT.3
1608;FRANKENWALD EXT.5
1609;FRANKENWALD EXT.7
1610;FRANKENWALD EXT.9
1611;FRANKENWALD EXT.13
1612;FRANKENWALD EXT.14
1613;FRANKENWALD EXT.15
1614;FRANKENWALD EXT.16
1615;FRANKENWALD EXT.17
1616;FRANKENWALD EXT.18
1617;FRANKENWALD EXT.19
1618;FRANKENWALD EXT.20
1619;FRANKENWALD EXT.21
1620;FRANKENWALD EXT.22
1621;FRANKENWALD EXT.23
1622;FRANKENWALD EXT.24
1623;FRANKENWALD EXT.25
1624;FRANKENWALD EXT.26
1625;FRANKENWALD EXT.27
1626;FRANKENWALD EXT.28
1627;FRANKENWALD EXT.29
1628;FRANKENWALD EXT.30
1629;FRANKENWALD EXT.31
1630;FRANKENWALD EXT.32
1631;FRANKENWALD EXT.33
1632;FRANKLIN ROOSEVELT PARK
1633;FRANKLIN ROOSEVELT PARK EXT.1
1634;FREEHOLD 389-IQ
1635;GALLO MANOR
1636;GALLO MANOR EXT.1
1637;GALLO MANOR EXT.2
1638;GALLO MANOR EXT.3
1639;GALLO MANOR EXT.4
1640;GALLO MANOR EXT.6
1641;GELUKSDAL A.H.
1642;GEORGE GOCH
1643;GEORGINIA
1644;GILLVIEW
1645;GILLVIEW EXT.1
1646;GLEN ACRES EXT.13
1647;GLEN ACRES EXT.16
1648;GLEN ACRES EXT.24
1649;GLEN ACRES EXT.28
1650;GLEN ATHOLL
1651;GLEN ATHOLL EXT.1
1652;GLEN AUSTIN A.H.
1653;GLEN AUSTIN A.H. EXT.1
1654;GLEN AUSTIN A.H. EXT.3
1655;GLEN DAYSON A.H.
1656;GLEN DAYSON A.H. EXT.1
1657;GLEN NERINE A.H.
1658;GLENADRIENNE
1659;GLENANDA
1660;GLENANDA 86-IR
1661;GLENEAGLES EXT.1
1662;GLENEAGLES EXT.2
1663;GLENEAGLES EXT.3
1664;GLENEAGLES EXT.6
1665;GLENEAGLES EXT.7
1666;GLENEAGLES EXT.8
1667;GLENEAGLES EXT.9
1668;GLENEAGLES EXT.10
1669;GLENEAGLES 102-IR
1670;GLENESK
1671;GLENFERNESS EXT.1
1672;GLENFERNESS A.H.
1673;GLENFERNESS A.H. EXT.1
1674;GLENFERNESS A.H. EXT.2
1675;GLENHAZEL
1676;GLENHAZEL EXT.2
1677;GLENHAZEL EXT.3
1678;GLENHAZEL EXT.4
1679;GLENHAZEL EXT.5
1680;GLENHAZEL EXT.6
1681;GLENHAZEL EXT.7
1682;GLENHAZEL EXT.8
1683;GLENHAZEL EXT.9
1684;GLENHAZEL EXT.10
1685;GLENHAZEL EXT.13
1686;GLENHAZEL EXT.14
1687;GLENIFFER
1688;GLENKAY
1689;GLENSAN
1690;GLENVISTA
1691;GLENVISTA EXT.3
1692;GLENVISTA EXT.4
1693;GLENVISTA EXT.5
1694;GLENVISTA EXT.6
1695;GLENVISTA EXT.7
1696;GLENVISTA EXT.8
1697;GLENVISTA EXT.9
1698;GLENVISTA EXT.12
1699;GLENVISTA EXT.13
1700;GOLDEN HARVEST A.H.
1701;GOUDKOPPIE 317-IQ
1702;GOUDRAND EXT.3
1703;GOUDRAND EXT.12
1704;GOUDRAND EXT.13
1705;GOUDRAND EXT.14
1706;GOUDRAND EXT.18
1707;GRAND CENTRAL EXT.1
1708;GRAND CENTRAL EXT.2
1709;GRAND CENTRAL EXT.3
1710;GRAND CENTRAL EXT.4
1711;GRAND CENTRAL EXT.5
1712;GRAND CENTRAL EXT.7
1713;GRAND CENTRAL EXT.8
1714;GRAND CENTRAL EXT.9
1715;GRAND CENTRAL EXT.10
1716;GRAND CENTRAL EXT.11
1717;GRAND CENTRAL EXT.13
1718;GRAND CENTRAL EXT.14
1719;GRAND CENTRAL EXT.15
1720;GRAND CENTRAL EXT.16
1721;GRAND CENTRAL EXT.17
1722;GRAND CENTRAL EXT.19
1723;GRAND CENTRAL EXT.21
1724;GRAND CENTRAL EXT.36
1725;GRAND CENTRAL EXT.37
1726;GRASMERE
1727;GREENSIDE
1728;GREENSIDE EXT.2
1729;GREENSIDE EXT.4
1730;GREENSIDE EXT.5
1731;GREENSIDE EXT.6
1732;GREENSIDE EXT.7
1733;GREENSIDE EAST
1734;GREENSIDE EXT
1735;GREENSTONE HILL EXT.6
1736;GREENSTONE HILL EXT.7
1737;GREENSTONE HILL EXT.8
1738;GREENSTONE HILL EXT.9
1739;GREENSTONE HILL EXT.10
1740;GREENSTONE HILL EXT.11
1741;GREENSTONE HILL EXT.12
1742;GREENSTONE HILL EXT.13
1743;GREENSTONE HILL EXT.14
1744;GREENSTONE HILL EXT.15
1745;GREENSTONE HILL EXT.16
1746;GREENSTONE HILL EXT.17
1747;GREENSTONE HILL EXT.18
1748;GREENSTONE HILL EXT.19
1749;GREENSTONE HILL EXT.20
